A股代码,公司全称,B股代码,所属行业
601118,海南天然橡胶产业集团股份有限公司,-,A 农林牧渔
600965,河北福成五丰食品股份有限公司,-,A 农林牧渔
600540,新疆赛里木现代农业股份有限公司,-,A 农林牧渔
600354,甘肃省敦煌种业股份有限公司,-,A 农林牧渔
600257,大湖水殖股份有限公司,-,A 农林牧渔
600097,上海开创国际海洋资源股份有限公司,-,A 农林牧渔
600506,新疆库尔勒香梨股份有限公司,-,A 农林牧渔
600359,新疆塔里木农业综合开发股份有限公司,-,A 农林牧渔
600265,云南景谷林业股份有限公司,-,A 农林牧渔
600108,甘肃亚盛实业(集团)股份有限公司,-,A 农林牧渔
600598,黑龙江北大荒农业股份有限公司,-,A 农林牧渔
600371,万向德农股份有限公司,-,A 农林牧渔
600975,湖南新五丰股份有限公司,-,A 农林牧渔
600467,山东好当家海洋发展股份有限公司,-,A 农林牧渔
600532,上海宏达矿业股份有限公司,-,B 采矿业
600711,盛屯矿业集团股份有限公司,-,B 采矿业
600766,烟台园城黄金股份有限公司,-,B 采矿业
600714,青海金瑞矿业发展股份有限公司,-,B 采矿业
603993,洛阳栾川钼业集团股份有限公司,-,B 采矿业
601101,北京昊华能源股份有限公司,-,B 采矿业
600157,永泰能源股份有限公司,-,B 采矿业
600971,安徽恒源煤电股份有限公司,-,B 采矿业
601225,陕西煤业股份有限公司,-,B 采矿业
600489,中金黄金股份有限公司,-,B 采矿业
600348,阳泉煤业（集团）股份有限公司,-,B 采矿业
600397,安源煤业集团股份有限公司,-,B 采矿业
600547,山东黄金矿业股份有限公司,-,B 采矿业
600403,河南大有能源股份有限公司,-,B 采矿业
600259,广晟有色金属股份有限公司,-,B 采矿业
600188,兖州煤业股份有限公司,-,B 采矿业
600583,海洋石油工程股份有限公司,-,B 采矿业
600123,山西兰花科技创业股份有限公司,-,B 采矿业
600508,上海大屯能源股份有限公司,-,B 采矿业
600028,中国石油化工股份有限公司,-,B 采矿业
600121,郑州煤电股份有限公司,-,B 采矿业
600339,中国石油集团工程股份有限公司,-,B 采矿业
600311,甘肃荣华实业（集团）股份有限公司,-,B 采矿业
600395,贵州盘江精煤股份有限公司,-,B 采矿业
600871,中石化石油工程技术服务股份有限公司,-,B 采矿业
601088,中国神华能源股份有限公司,-,B 采矿业
601857,中国石油天然气股份有限公司,-,B 采矿业
601699,山西潞安环保能源开发股份有限公司,-,B 采矿业
601666,平顶山天安煤业股份有限公司,-,B 采矿业
600988,赤峰吉隆黄金矿业股份有限公司,-,B 采矿业
600497,云南驰宏锌锗股份有限公司,-,B 采矿业
601001,大同煤业股份有限公司,-,B 采矿业
601918,中煤新集能源股份有限公司,-,B 采矿业
601898,中国中煤能源股份有限公司,-,B 采矿业
601958,金堆城钼业股份有限公司,-,B 采矿业
601899,紫金矿业集团股份有限公司,-,B 采矿业
601168,西部矿业股份有限公司,-,B 采矿业
601808,中海油田服务股份有限公司,-,B 采矿业
603979,金诚信矿业管理股份有限公司,-,B 采矿业
601069,西部黄金股份有限公司,-,B 采矿业
601969,海南矿业股份有限公司,-,B 采矿业
601020,西藏华钰矿业股份有限公司,-,B 采矿业
603727,博迈科海洋工程股份有限公司,-,B 采矿业
603505,金石资源集团股份有限公司,-,B 采矿业
600698,湖南天雁机械股份有限公司,900946,C 制造业
600336,澳柯玛股份有限公司,-,C 制造业
600789,山东鲁抗医药股份有限公司,-,C 制造业
600385,山东金泰集团股份有限公司,-,C 制造业
600690,青岛海尔股份有限公司,-,C 制造业
600760,中航黑豹股份有限公司,-,C 制造业
600735,山东新华锦国际股份有限公司,-,C 制造业
600319,潍坊亚星化学股份有限公司,-,C 制造业
600815,厦门厦工机械股份有限公司,-,C 制造业
600388,福建龙净环保股份有限公司,-,C 制造业
600686,厦门金龙汽车集团股份有限公司,-,C 制造业
600734,福建实达集团股份有限公司,-,C 制造业
600687,甘肃刚泰控股（集团）股份有限公司,-,C 制造业
600076,康欣新材料股份有限公司,-,C 制造业
600869,远东智慧能源股份有限公司,-,C 制造业
600771,广誉远中药股份有限公司,-,C 制造业
600381,青海春天药用资源科技股份有限公司,-,C 制造业
600117,西宁特殊钢股份有限公司,-,C 制造业
600243,青海华鼎实业股份有限公司,-,C 制造业
600563,厦门法拉电子股份有限公司,-,C 制造业
600870,厦门华侨电子股份有限公司,-,C 制造业
600660,福耀玻璃工业集团股份有限公司,-,C 制造业
600592,福建龙溪轴承（集团）股份有限公司,-,C 制造业
600802,福建水泥股份有限公司,-,C 制造业
600103,福建省青山纸业股份有限公司,-,C 制造业
600262,内蒙古北方重型汽车股份有限公司,-,C 制造业
600191,包头华资实业股份有限公司,-,C 制造业
600887,内蒙古伊利实业集团股份有限公司,-,C 制造业
600295,内蒙古鄂尔多斯资源股份有限公司,900936,C 制造业
600091,包头明天科技股份有限公司,-,C 制造业
600277,亿利洁能股份有限公司,-,C 制造业
600201,金宇生物技术股份有限公司,-,C 制造业
600328,内蒙古兰太实业股份有限公司,-,C 制造业
600111,中国北方稀土(集团)高科技股份有限公司,-,C 制造业
600165,宁夏新日恒力钢丝绳股份有限公司,-,C 制造业
600146,商赢环球股份有限公司,-,C 制造业
600063,安徽皖维高新材料股份有限公司,-,C 制造业
600552,凯盛科技股份有限公司,-,C 制造业
600218,安徽全柴动力股份有限公司,-,C 制造业
600585,安徽海螺水泥股份有限公司,-,C 制造业
600808,马鞍山钢铁股份有限公司,-,C 制造业
601567,宁波三星医疗电气股份有限公司,-,C 制造业
601388,怡球金属资源再生（中国）股份有限公司,-,C 制造业
601965,中国汽车工程研究院股份有限公司,-,C 制造业
601216,内蒙古君正能源化工集团股份有限公司,-,C 制造业
601218,江苏吉鑫风能科技股份有限公司,-,C 制造业
601113,义乌华鼎锦纶股份有限公司,-,C 制造业
601908,北京京运通科技股份有限公司,-,C 制造业
601633,长城汽车股份有限公司,-,C 制造业
601996,广西丰林木业集团股份有限公司,-,C 制造业
603333,四川明星电缆股份有限公司,-,C 制造业
603766,隆鑫通用动力股份有限公司,-,C 制造业
601599,江苏鹿港文化股份有限公司,-,C 制造业
601798,甘肃蓝科石化高新装备股份有限公司,-,C 制造业
603001,浙江奥康鞋业股份有限公司,-,C 制造业
603002,宏昌电子材料股份有限公司,-,C 制造业
601011,宝泰隆新材料股份有限公司,-,C 制造业
601992,北京金隅股份有限公司,-,C 制造业
601311,骆驼集团股份有限公司,-,C 制造业
601636,株洲旗滨集团股份有限公司,-,C 制造业
601100,江苏恒立液压股份有限公司,-,C 制造业
601231,环旭电子股份有限公司,-,C 制造业
601339,百隆东方股份有限公司,-,C 制造业
603008,喜临门家具股份有限公司,-,C 制造业
601208,四川东材科技集团股份有限公司,-,C 制造业
601222,江苏林洋能源股份有限公司,-,C 制造业
601238,广州汽车集团股份有限公司,-,C 制造业
601608,中信重工机械股份有限公司,-,C 制造业
603399,锦州新华龙钼业股份有限公司,-,C 制造业
601233,桐昆集团股份有限公司,-,C 制造业
601012,隆基绿能科技股份有限公司,-,C 制造业
601677,河南明泰铝业股份有限公司,-,C 制造业
601028,江苏玉龙钢管股份有限公司,-,C 制造业
603077,四川和邦生物科技股份有限公司,-,C 制造业
601566,九牧王股份有限公司,-,C 制造业
601058,赛轮金宇集团股份有限公司,-,C 制造业
601313,江南嘉捷电梯股份有限公司,-,C 制造业
601515,汕头东风印刷股份有限公司,-,C 制造业
603366,日出东方太阳能股份有限公司,-,C 制造业
603699,苏州纽威阀门股份有限公司,-,C 制造业
601038,第一拖拉机股份有限公司,-,C 制造业
601179,中国西电电气股份有限公司,-,C 制造业
601106,中国第一重型机械股份公司,-,C 制造业
601369,西安陕鼓动力股份有限公司,-,C 制造业
601678,滨化集团股份有限公司,-,C 制造业
601717,郑州煤矿机械集团股份有限公司,-,C 制造业
601989,中国船舶重工股份有限公司,-,C 制造业
601718,际华集团股份有限公司,-,C 制造业
601177,杭州前进齿轮箱集团股份有限公司,-,C 制造业
601777,力帆实业（集团）股份有限公司,-,C 制造业
601890,江苏亚星锚链股份有限公司,-,C 制造业
601126,北京四方继保自动化股份有限公司,-,C 制造业
601558,华锐风电科技（集团）股份有限公司,-,C 制造业
601700,常熟风范电力设备股份有限公司,-,C 制造业
601137,宁波博威合金材料股份有限公司,-,C 制造业
601616,上海广电电气（集团）股份有限公司,-,C 制造业
601799,常州星宇车灯股份有限公司,-,C 制造业
600882,上海广泽食品科技股份有限公司,-,C 制造业
600587,山东新华医疗器械股份有限公司,-,C 制造业
600586,山东金晶科技股份有限公司,-,C 制造业
600529,山东省药用玻璃股份有限公司,-,C 制造业
600060,青岛海信电器股份有限公司,-,C 制造业
600579,青岛天华院化学工程股份有限公司,-,C 制造业
600507,方大特钢科技股份有限公司,-,C 制造业
600419,新疆天润乳业股份有限公司,-,C 制造业
600519,贵州茅台酒股份有限公司,-,C 制造业
600560,北京金自天正智能控制股份有限公司,-,C 制造业
600444,国机通用机械科技股份有限公司,-,C 制造业
600983,惠而浦（中国）股份有限公司,-,C 制造业
600305,江苏恒顺醋业股份有限公司,-,C 制造业
600835,上海机电股份有限公司,900925,C 制造业
600997,开滦能源化工股份有限公司,-,C 制造业
600022,山东钢铁股份有限公司,-,C 制造业
600482,中国船舶重工集团动力股份有限公司,-,C 制造业
600963,岳阳林纸股份有限公司,-,C 制造业
600987,浙江航民股份有限公司,-,C 制造业
600978,宜华生活科技股份有限公司,-,C 制造业
600961,株洲冶炼集团股份有限公司,-,C 制造业
600973,宝胜科技创新股份有限公司,-,C 制造业
600433,广东冠豪高新技术股份有限公司,-,C 制造业
600409,唐山三友化工股份有限公司,-,C 制造业
600490,鹏欣环球资源股份有限公司,-,C 制造业
600031,三一重工股份有限公司,-,C 制造业
600435,北方导航控制技术股份有限公司,-,C 制造业
600439,河南瑞贝卡发制品股份有限公司,-,C 制造业
600475,无锡华光锅炉股份有限公司,-,C 制造业
600425,新疆青松建材化工（集团）股份有限公司,-,C 制造业
600352,浙江龙盛集团股份有限公司,-,C 制造业
600485,北京信威科技集团股份有限公司,-,C 制造业
600480,凌云工业股份有限公司,-,C 制造业
600526,浙江菲达环保科技股份有限公司,-,C 制造业
600573,福建省燕京惠泉啤酒股份有限公司,-,C 制造业
600370,江苏三房巷实业股份有限公司,-,C 制造业
600460,杭州士兰微电子股份有限公司,-,C 制造业
600513,江苏联环药业股份有限公司,-,C 制造业
600375,华菱星马汽车（集团）股份有限公司,-,C 制造业
600343,陕西航天动力高科技股份有限公司,-,C 制造业
600459,贵研铂业股份有限公司,-,C 制造业
600392,盛和资源控股股份有限公司,-,C 制造业
600584,江苏长电科技股份有限公司,-,C 制造业
600251,新疆冠农果茸集团股份有限公司,-,C 制造业
600228,江西昌九生物化工股份有限公司,-,C 制造业
600782,新余钢铁股份有限公司,-,C 制造业
600276,江苏恒瑞医药股份有限公司,-,C 制造业
600557,江苏康缘药业股份有限公司,-,C 制造业
600854,江苏春兰制冷设备股份有限公司,-,C 制造业
600099,林海股份有限公司,-,C 制造业
600213,扬州亚星客车股份有限公司,-,C 制造业
600501,航天晨光股份有限公司,-,C 制造业
600290,华仪电气股份有限公司,-,C 制造业
600105,江苏永鼎股份有限公司,-,C 制造业
600522,江苏中天科技股份有限公司,-,C 制造业
603555,贵人鸟股份有限公司,-,C 制造业
600775,南京熊猫电子股份有限公司,-,C 制造业
600609,金杯汽车股份有限公司,-,C 制造业
600303,辽宁曙光汽车集团股份有限公司,-,C 制造业
600346,恒力石化股份有限公司,-,C 制造业
600363,江西联创光电科技股份有限公司,-,C 制造业
600362,江西铜业股份有限公司,-,C 制造业
600372,中航航空电子系统股份有限公司,-,C 制造业
600590,泰豪科技股份有限公司,-,C 制造业
600071,凤凰光学股份有限公司,-,C 制造业
-,大化集团大连化工股份有限公司,900951,C 制造业
600231,凌源钢铁股份有限公司,-,C 制造业
600399,抚顺特殊钢股份有限公司,-,C 制造业
600449,宁夏建材集团股份有限公司,-,C 制造业
600462,深圳九有股份有限公司,-,C 制造业
600432,吉林吉恩镍业股份有限公司,-,C 制造业
600521,浙江华海药业股份有限公司,-,C 制造业
600517,上海置信电气股份有限公司,-,C 制造业
600273,浙江嘉化能源化工股份有限公司,-,C 制造业
600271,航天信息股份有限公司,-,C 制造业
600889,南京化纤股份有限公司,-,C 制造业
600436,漳州片仔癀药业股份有限公司,-,C 制造业
600550,保定天威保变电气股份有限公司,-,C 制造业
600812,华北制药股份有限公司,-,C 制造业
600135,乐凯胶片股份有限公司,-,C 制造业
600559,河北衡水老白干酒业股份有限公司,-,C 制造业
600722,河北金牛化工股份有限公司,-,C 制造业
600230,沧州大化股份有限公司,-,C 制造业
600803,新奥生态控股股份有限公司,-,C 制造业
600186,莲花健康产业集团股份有限公司,-,C 制造业
600356,牡丹江恒丰纸业股份有限公司,-,C 制造业
600095,哈尔滨高科技(集团)股份有限公司,-,C 制造业
600182,佳通轮胎股份有限公司,-,C 制造业
600891,哈尔滨秋林集团股份有限公司,-,C 制造业
600992,贵州钢绳股份有限公司,-,C 制造业
600184,北方光电股份有限公司,-,C 制造业
600527,江苏江南高纤股份有限公司,-,C 制造业
600249,柳州两面针股份有限公司,-,C 制造业
600478,湖南科力远新能源股份有限公司,-,C 制造业
600438,通威股份有限公司,-,C 制造业
600470,安徽六国化工股份有限公司,-,C 制造业
600479,株洲千金药业股份有限公司,-,C 制造业
600594,贵州益佰制药股份有限公司,-,C 制造业
600487,江苏亨通光电股份有限公司,-,C 制造业
600405,北京动力源科技股份有限公司,-,C 制造业
600282,南京钢铁股份有限公司,-,C 制造业
600750,江中药业股份有限公司,-,C 制造业
600301,南宁化工股份有限公司,-,C 制造业
600316,江西洪都航空工业股份有限公司,-,C 制造业
600881,吉林亚泰(集团)股份有限公司,-,C 制造业
600148,长春一东离合器股份有限公司,-,C 制造业
600418,安徽江淮汽车集团股份有限公司,-,C 制造业
600549,厦门钨业股份有限公司,-,C 制造业
600984,陕西建设机械股份有限公司,-,C 制造业
600970,中国中材国际工程股份有限公司,-,C 制造业
600010,内蒙古包钢钢联股份有限公司,-,C 制造业
600885,宏发科技股份有限公司,-,C 制造业
600844,丹化化工科技股份有限公司,900921,C 制造业
603308,安徽应流机电股份有限公司,-,C 制造业
600703,三安光电股份有限公司,-,C 制造业
600426,山东华鲁恒升化工股份有限公司,-,C 制造业
600577,铜陵精达特种电磁线股份有限公司,-,C 制造业
600481,双良节能系统股份有限公司,-,C 制造业
600841,上海柴油机股份有限公司,900920,C 制造业
600781,辅仁药业集团实业股份有限公司,-,C 制造业
600531,河南豫光金铅股份有限公司,-,C 制造业
600288,大恒新纪元科技股份有限公司,-,C 制造业
600198,大唐电信科技股份有限公司,-,C 制造业
600056,中国医药健康产业股份有限公司,-,C 制造业
600083,广东博信投资控股股份有限公司,-,C 制造业
600468,天津百利特精电气股份有限公司,-,C 制造业
600329,天津中新药业集团股份有限公司,-,C 制造业
600800,天津环球磁卡股份有限公司,-,C 制造业
600535,天士力医药集团股份有限公司,-,C 制造业
600488,天津天药药业股份有限公司,-,C 制造业
600673,广东东阳光科技控股股份有限公司,-,C 制造业
600378,四川天一科技股份有限公司,-,C 制造业
600331,四川宏达股份有限公司,-,C 制造业
600137,四川浪莎控股股份有限公司,-,C 制造业
600793,宜宾纸业股份有限公司,-,C 制造业
600779,四川水井坊股份有限公司,-,C 制造业
600702,四川沱牌舍得酒业股份有限公司,-,C 制造业
600353,成都旭光电子股份有限公司,-,C 制造业
600321,四川国栋建设股份有限公司,-,C 制造业
600691,阳煤化工股份有限公司,-,C 制造业
600558,四川大西洋焊接材料股份有限公司,-,C 制造业
600678,四川金顶(集团)股份有限公司,-,C 制造业
600839,四川长虹电器股份有限公司,-,C 制造业
600741,华域汽车系统股份有限公司,-,C 制造业
600679,上海凤凰企业（集团）股份有限公司,900916,C 制造业
600210,上海紫江企业集团股份有限公司,-,C 制造业
600612,老凤祥股份有限公司,900905,C 制造业
600530,上海交大昂立股份有限公司,-,C 制造业
600196,上海复星医药（集团）股份有限公司,-,C 制造业
-,恒天凯马股份有限公司,900953,C 制造业
600320,上海振华重工（集团）股份有限公司,900947,C 制造业
600836,上海界龙实业集团股份有限公司,-,C 制造业
600851,上海海欣集团股份有限公司,900917,C 制造业
600630,上海龙头（集团）股份有限公司,-,C 制造业
600456,宝鸡钛业股份有限公司,-,C 制造业
600614,鹏起科技发展股份有限公司,900907,C 制造业
600150,中国船舶工业股份有限公司,-,C 制造业
600019,宝山钢铁股份有限公司,-,C 制造业
600819,上海耀皮玻璃集团股份有限公司,900918,C 制造业
600309,万华化学集团股份有限公司,-,C 制造业
600539,太原狮头水泥股份有限公司,-,C 制造业
600169,太原重工股份有限公司,-,C 制造业
600809,山西杏花村汾酒厂股份有限公司,-,C 制造业
600281,太原化工股份有限公司,-,C 制造业
600408,山西安泰集团股份有限公司,-,C 制造业
600740,山西焦化股份有限公司,-,C 制造业
600351,亚宝药业集团股份有限公司,-,C 制造业
600234,山西广和山水文化传播股份有限公司,-,C 制造业
603005,苏州晶方半导体科技股份有限公司,-,C 制造业
600379,陕西宝光真空电器股份有限公司,-,C 制造业
600727,山东鲁北化工股份有限公司,-,C 制造业
600219,山东南山铝业股份有限公司,-,C 制造业
600308,山东华泰纸业股份有限公司,-,C 制造业
600448,华纺股份有限公司,-,C 制造业
600600,青岛啤酒股份有限公司,-,C 制造业
600073,上海梅林正广和股份有限公司,-,C 制造业
600615,上海丰华(集团）股份有限公司,-,C 制造业
600843,上工申贝（集团）股份有限公司,900924,C 制造业
600619,上海海立(集团)股份有限公司,900910,C 制造业
600151,上海航天汽车机电股份有限公司,-,C 制造业
600104,上海汽车集团股份有限公司,-,C 制造业
600081,东风电子科技股份有限公司,-,C 制造业
600818,中路股份有限公司,900915,C 制造业
600171,上海贝岭股份有限公司,-,C 制造业
600618,上海氯碱化工股份有限公司,900908,C 制造业
600636,上海三爱富新材料股份有限公司,-,C 制造业
600597,光明乳业股份有限公司,-,C 制造业
600689,上海三毛企业（集团）股份有限公司,900922,C 制造业
600315,上海家化联合股份有限公司,-,C 制造业
600688,中国石化上海石油化工股份有限公司,-,C 制造业
600080,金花企业(集团)股份有限公司,-,C 制造业
600707,彩虹显示器件股份有限公司,-,C 制造业
600302,西安标准工业股份有限公司,-,C 制造业
600199,安徽金种子酒业股份有限公司,-,C 制造业
600567,安徽山鹰纸业股份有限公司,-,C 制造业
600761,安徽合力股份有限公司,-,C 制造业
600520,铜陵中发三佳科技股份有限公司,-,C 制造业
600255,安徽鑫科新材料股份有限公司,-,C 制造业
600237,安徽铜峰电子股份有限公司,-,C 制造业
601877,浙江正泰电器股份有限公司,-,C 制造业
600651,上海飞乐音响股份有限公司,-,C 制造业
600613,上海神奇制药投资管理股份有限公司,900904,C 制造业
600500,中化国际（控股）股份有限公司,-,C 制造业
600616,上海金枫酒业股份有限公司,-,C 制造业
600176,中国巨石股份有限公司,-,C 制造业
600582,天地科技股份有限公司,-,C 制造业
600055,北京万东医疗科技股份有限公司,-,C 制造业
600338,西藏珠峰资源股份有限公司,-,C 制造业
600211,西藏诺迪康药业股份有限公司,-,C 制造业
600873,梅花生物科技集团股份有限公司,-,C 制造业
600084,中信国安葡萄酒业股份有限公司,-,C 制造业
600089,特变电工股份有限公司,-,C 制造业
600206,有研新材料股份有限公司,-,C 制造业
600118,中国东方红卫星股份有限公司,-,C 制造业
600161,北京天坛生物制品股份有限公司,-,C 制造业
600062,华润双鹤药业股份有限公司,-,C 制造业
600085,北京同仁堂股份有限公司,-,C 制造业
600166,北汽福田汽车股份有限公司,-,C 制造业
600855,北京航天长峰股份有限公司,-,C 制造业
600100,同方股份有限公司,-,C 制造业
600127,金健米业股份有限公司,-,C 制造业
600458,株洲时代新材料科技股份有限公司,-,C 制造业
600416,湘潭电机股份有限公司,-,C 制造业
600345,武汉长江通信产业集团股份有限公司,-,C 制造业
600879,航天时代电子技术股份有限公司,-,C 制造业
-,黄石东贝电器股份有限公司,900956,C 制造业
600568,中珠医疗控股股份有限公司,-,C 制造业
600293,湖北三峡新型建材股份有限公司,-,C 制造业
600006,东风汽车股份有限公司,-,C 制造业
600079,人福医药集团股份公司,-,C 制造业
600141,湖北兴发化工集团股份有限公司,-,C 制造业
600260,湖北凯乐科技股份有限公司,-,C 制造业
600566,湖北济川药业股份有限公司,-,C 制造业
600355,精伦电子股份有限公司,-,C 制造业
600069,河南银鸽实业投资股份有限公司,-,C 制造业
600810,神马实业股份有限公司,-,C 制造业
600595,河南中孚实业股份有限公司,-,C 制造业
600569,安阳钢铁股份有限公司,-,C 制造业
600876,洛阳玻璃股份有限公司,-,C 制造业
600312,河南平高电气股份有限公司,-,C 制造业
600066,郑州宇通客车股份有限公司,-,C 制造业
600285,河南羚锐制药股份有限公司,-,C 制造业
600222,河南太龙药业股份有限公司,-,C 制造业
600898,三联商社股份有限公司,-,C 制造业
600038,中航直升机股份有限公司,-,C 制造业
600589,广东榕泰实业股份有限公司,-,C 制造业
600894,广州广日股份有限公司,-,C 制造业
600499,广东科达洁能股份有限公司,-,C 制造业
600518,康美药业股份有限公司,-,C 制造业
600866,广东肇庆星湖生物科技股份有限公司,-,C 制造业
600525,长园集团股份有限公司,-,C 制造业
600332,广州白云山医药集团股份有限公司,-,C 制造业
600685,中船海洋与防务装备股份有限公司,-,C 制造业
600183,广东生益科技股份有限公司,-,C 制造业
600516,方大炭素新材料科技股份有限公司,-,C 制造业
600768,宁波富邦精业集团股份有限公司,-,C 制造业
600160,浙江巨化股份有限公司,-,C 制造业
600261,浙江阳光照明电器集团股份有限公司,-,C 制造业
600330,天通控股股份有限公司,-,C 制造业
600883,云南博闻科技实业股份有限公司,-,C 制造业
600366,宁波韵升股份有限公司,-,C 制造业
600671,杭州天目山药业股份有限公司,-,C 制造业
600796,浙江钱江生物化学股份有限公司,-,C 制造业
600267,浙江海正药业股份有限公司,-,C 制造业
600216,浙江医药股份有限公司,-,C 制造业
600581,新疆八一钢铁股份有限公司,-,C 制造业
600888,新疆众和股份有限公司,-,C 制造业
600737,中粮屯河糖业股份有限公司,-,C 制造业
600197,新疆伊力特实业股份有限公司,-,C 制造业
600075,新疆天业股份有限公司,-,C 制造业
600096,云南云天化股份有限公司,-,C 制造业
600806,沈机集团昆明机床股份有限公司,-,C 制造业
600422,昆药集团股份有限公司,-,C 制造业
600195,中牧实业股份有限公司,-,C 制造业
600299,蓝星安迪苏股份有限公司,-,C 制造业
600192,兰州长城电工股份有限公司,-,C 制造业
600877,中国嘉陵工业股份有限公司(集团),-,C 制造业
600666,奥瑞德光电股份有限公司,-,C 制造业
600129,重庆太极实业（集团）股份有限公司,-,C 制造业
